medicine_id,generic_name,brand_name,manufacturer,category,unit_price_LKR,restock_threshold,lead_time_days,batch_id,manufacture_date,expiry_date,date,sales_qty,stock_qty,month,day_of_week,is_weekend
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,2/14/2025,17,1274,2,Friday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,2/14/2025,14,855,2,Friday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,2/14/2025,26,1384,2,Friday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,2/14/2025,32,869,2,Friday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,2/14/2025,17,1808,2,Friday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,2/14/2025,16,699,2,Friday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,2/14/2025,24,1631,2,Friday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,2/14/2025,18,1133,2,Friday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,2/15/2025,21,2616,2,Saturday,1
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,2/15/2025,33,917,2,Saturday,1
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,2/15/2025,40,2581,2,Saturday,1
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,2/15/2025,45,2392,2,Saturday,1
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,2/15/2025,27,1889,2,Saturday,1
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,2/15/2025,39,2435,2,Saturday,1
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,2/15/2025,16,1369,2,Saturday,1
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,2/15/2025,13,618,2,Saturday,1
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,2/15/2025,26,1178,2,Saturday,1
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,2/15/2025,18,1366,2,Saturday,1
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,2/15/2025,15,1071,2,Saturday,1
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,2/15/2025,22,1633,2,Saturday,1
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,2/15/2025,19,779,2,Saturday,1
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,2/15/2025,11,1452,2,Saturday,1
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,2/15/2025,29,1393,2,Saturday,1
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,2/15/2025,13,1340,2,Saturday,1
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,2/15/2025,20,1042,2,Saturday,1
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,2/15/2025,22,1088,2,Saturday,1
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,2/15/2025,16,1264,2,Saturday,1
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,2/15/2025,16,817,2,Saturday,1
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,2/15/2025,5,581,2,Saturday,1
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,2/15/2025,11,1756,2,Saturday,1
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,2/15/2025,22,1252,2,Saturday,1
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,2/15/2025,18,837,2,Saturday,1
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,2/15/2025,15,1369,2,Saturday,1
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,2/15/2025,14,855,2,Saturday,1
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,2/15/2025,16,1792,2,Saturday,1
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,2/15/2025,27,672,2,Saturday,1
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,2/15/2025,21,1610,2,Saturday,1
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,2/15/2025,33,1100,2,Saturday,1
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,2/16/2025,20,2596,2,Sunday,1
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,2/16/2025,15,902,2,Sunday,1
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,2/16/2025,28,2553,2,Sunday,1
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,2/16/2025,27,2365,2,Sunday,1
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,2/16/2025,35,1854,2,Sunday,1
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,2/16/2025,30,2405,2,Sunday,1
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,2/16/2025,12,1357,2,Sunday,1
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,2/16/2025,22,596,2,Sunday,1
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,2/16/2025,14,1164,2,Sunday,1
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,2/16/2025,18,1348,2,Sunday,1
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,2/16/2025,23,1048,2,Sunday,1
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,2/16/2025,19,1614,2,Sunday,1
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,2/16/2025,24,755,2,Sunday,1
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,2/16/2025,20,1432,2,Sunday,1
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,2/16/2025,16,1377,2,Sunday,1
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,2/16/2025,31,1309,2,Sunday,1
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,2/16/2025,16,1026,2,Sunday,1
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,2/16/2025,29,1059,2,Sunday,1
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,2/16/2025,10,1254,2,Sunday,1
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,2/16/2025,5,812,2,Sunday,1
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,2/16/2025,13,568,2,Sunday,1
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,2/16/2025,22,1734,2,Sunday,1
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,2/16/2025,22,1230,2,Sunday,1
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,2/16/2025,20,817,2,Sunday,1
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,2/16/2025,13,1356,2,Sunday,1
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,2/16/2025,32,823,2,Sunday,1
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,2/16/2025,17,1775,2,Sunday,1
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,2/16/2025,33,639,2,Sunday,1
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,2/16/2025,18,1592,2,Sunday,1
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,2/16/2025,26,1074,2,Sunday,1
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,2/17/2025,28,2568,2,Monday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,2/17/2025,43,859,2,Monday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,2/17/2025,26,2527,2,Monday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,2/17/2025,18,2347,2,Monday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,2/17/2025,20,1834,2,Monday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,2/17/2025,18,2387,2,Monday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,2/17/2025,14,1343,2,Monday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,2/17/2025,24,572,2,Monday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,2/17/2025,20,1144,2,Monday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,2/17/2025,17,1331,2,Monday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,2/17/2025,11,1037,2,Monday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,2/17/2025,22,1592,2,Monday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,2/17/2025,21,734,2,Monday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,2/17/2025,13,1419,2,Monday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,2/17/2025,20,1357,2,Monday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,2/17/2025,19,1290,2,Monday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,2/17/2025,20,1006,2,Monday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,2/17/2025,15,1044,2,Monday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,2/17/2025,8,1246,2,Monday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,2/17/2025,13,799,2,Monday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,2/17/2025,7,561,2,Monday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,2/17/2025,13,1721,2,Monday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,2/17/2025,21,1209,2,Monday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,2/17/2025,16,801,2,Monday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,2/17/2025,14,1342,2,Monday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,2/17/2025,9,814,2,Monday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,2/17/2025,21,1754,2,Monday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,2/17/2025,14,625,2,Monday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,2/17/2025,23,1569,2,Monday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,2/17/2025,16,1058,2,Monday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,2/18/2025,18,2550,2,Tuesday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,2/18/2025,36,823,2,Tuesday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,2/18/2025,21,2506,2,Tuesday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,2/18/2025,30,2317,2,Tuesday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,2/18/2025,32,1802,2,Tuesday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,2/18/2025,34,2353,2,Tuesday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,2/18/2025,26,1317,2,Tuesday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,2/18/2025,18,554,2,Tuesday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,2/18/2025,14,1130,2,Tuesday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,2/18/2025,9,1322,2,Tuesday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,2/18/2025,15,1022,2,Tuesday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,2/18/2025,21,1571,2,Tuesday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,2/18/2025,21,713,2,Tuesday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,2/18/2025,10,1409,2,Tuesday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,2/18/2025,25,1332,2,Tuesday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,2/18/2025,19,1271,2,Tuesday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,2/18/2025,13,993,2,Tuesday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,2/18/2025,21,1023,2,Tuesday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,2/18/2025,3,1243,2,Tuesday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,2/18/2025,10,789,2,Tuesday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,2/18/2025,10,551,2,Tuesday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,2/18/2025,9,1712,2,Tuesday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,2/18/2025,7,1202,2,Tuesday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,2/18/2025,9,792,2,Tuesday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,2/18/2025,12,1330,2,Tuesday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,2/18/2025,12,802,2,Tuesday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,2/18/2025,23,1731,2,Tuesday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,2/18/2025,10,615,2,Tuesday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,2/18/2025,20,1549,2,Tuesday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,2/18/2025,14,1044,2,Tuesday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,2/19/2025,19,2531,2,Wednesday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,2/19/2025,9,814,2,Wednesday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,2/19/2025,25,2481,2,Wednesday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,2/19/2025,15,2302,2,Wednesday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,2/19/2025,29,1773,2,Wednesday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,2/19/2025,18,2335,2,Wednesday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,2/19/2025,24,1293,2,Wednesday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,2/19/2025,16,538,2,Wednesday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,2/19/2025,13,1117,2,Wednesday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,2/19/2025,19,1303,2,Wednesday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,2/19/2025,5,1017,2,Wednesday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,2/19/2025,12,1559,2,Wednesday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,2/19/2025,16,697,2,Wednesday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,2/19/2025,13,1396,2,Wednesday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,2/19/2025,14,1318,2,Wednesday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,2/19/2025,14,1257,2,Wednesday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,2/19/2025,15,978,2,Wednesday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,2/19/2025,11,1012,2,Wednesday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,2/19/2025,10,1233,2,Wednesday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,2/19/2025,9,780,2,Wednesday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,2/19/2025,2,549,2,Wednesday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,2/19/2025,11,1701,2,Wednesday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,2/19/2025,26,1176,2,Wednesday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,2/19/2025,6,786,2,Wednesday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,2/19/2025,13,1317,2,Wednesday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,2/19/2025,19,783,2,Wednesday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,2/19/2025,16,1715,2,Wednesday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,2/19/2025,30,585,2,Wednesday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,2/19/2025,25,1524,2,Wednesday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,2/19/2025,10,1034,2,Wednesday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,2/20/2025,19,2512,2,Thursday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,2/20/2025,16,798,2,Thursday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,2/20/2025,33,2448,2,Thursday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,2/20/2025,38,2264,2,Thursday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,2/20/2025,19,1754,2,Thursday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,2/20/2025,28,2307,2,Thursday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,2/20/2025,21,1272,2,Thursday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,2/20/2025,17,521,2,Thursday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,2/20/2025,26,1091,2,Thursday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,2/20/2025,22,1281,2,Thursday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,2/20/2025,10,1007,2,Thursday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,2/20/2025,15,1544,2,Thursday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,2/20/2025,27,670,2,Thursday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,2/20/2025,11,1385,2,Thursday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,2/20/2025,10,1308,2,Thursday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,2/20/2025,23,1234,2,Thursday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,2/20/2025,11,967,2,Thursday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,2/20/2025,16,996,2,Thursday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,2/20/2025,17,1216,2,Thursday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,2/20/2025,16,764,2,Thursday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,2/20/2025,10,539,2,Thursday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,2/20/2025,13,1688,2,Thursday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,2/20/2025,14,1162,2,Thursday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,2/20/2025,11,775,2,Thursday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,2/20/2025,9,1308,2,Thursday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,2/20/2025,9,774,2,Thursday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,2/20/2025,12,1703,2,Thursday,0
